node_id,lat,lon,total_conflicts_office,severe_conflicts_office,total_conflicts_noon,severe_conflicts_noon,total_conflicts_evening,severe_conflicts_evening,total_conflicts_midnight,severe_conflicts_midnight
1189036615,22.57306636448053,88.35716656659557,0,0,84.0,40.0,0,0,0.0,0.0
1189036584,22.57709237688228,88.35863764468428,0,0,9.0,0.0,0,0,0.0,0.0
1177161205,22.57277401329285,88.35590181023794,0,0,0.0,0.0,0,0,0.0,0.0
13619904153,22.57176368354806,88.35400517731108,0,0,152.0,42.0,0,0,0.0,0.0
cluster_10281958935_12287656430_12287656431_663940647,22.57694084764581,88.36019268570035,0,0,0.0,0.0,0,0,0.0,0.0
663940642,22.57742163950081,88.35576716121726,0,0,8.0,8.0,0,0,0.0,0.0
664447208,22.57719860124379,88.35785691980878,0,0,4.0,0.0,0,0,0.0,0.0
664446594,22.56981906860715,88.34453747909306,0,0,6.0,0.0,0,0,0.0,0.0
663943263,22.570109667776563,88.34309675297254,0,0,4.0,0.0,0,0,0.0,0.0
664446599,22.569722163633102,88.34486010305362,0,0,16.0,6.0,0,0,0.0,0.0
1191863980,22.570056745232005,88.36580493197276,0,0,0.0,0.0,0,0,0.0,0.0
1191863749,22.5709555779944,88.36139251171772,0,0,15.0,2.0,0,0,0.0,0.0
cluster_5424222000_664446587,22.574877029641293,88.34870365263846,0,0,111.0,39.0,0,0,4.0,0.0
664446571,22.57561069187019,88.34677847092597,0,0,0.0,0.0,0,0,0.0,0.0
664446593,22.572664331084837,88.34728260656118,0,0,4.0,0.0,0,0,0.0,0.0
664446596,22.571542857319077,88.34572447237888,0,0,6.0,2.0,0,0,0.0,0.0
664447004,22.56784243319804,88.344001798412,0,0,0.0,0.0,0,0,0.0,0.0
cluster_10943717330_6470135655,22.567407245738927,88.34529939906601,0,0,10.0,4.0,0,0,0.0,0.0
410457342,22.568665079862672,88.34189441838244,0,0,0.0,0.0,0,0,0.0,0.0
664447206,22.57589086735501,88.35755437383793,0,0,10.0,0.0,0,0,0.0,0.0
664472708,22.565829679327056,88.35517053710471,0,0,0.0,0.0,0,0,0.0,0.0
664472048,22.564475543248157,88.35415679357422,0,0,0.0,0.0,0,0,0.0,0.0
7371768928,22.566491833374084,88.35584434849596,0,0,0.0,0.0,0,0,0.0,0.0
664472707,22.56638354721425,88.35432198711636,0,0,0.0,0.0,0,0,0.0,0.0
664472749,22.57070667626749,88.34870693219086,0,0,84.0,24.0,0,0,2.0,2.0
5424222002,22.574321257760047,88.34863113641715,0,0,10.0,2.0,0,0,2.0,0.0
664446124,22.57373945110593,88.35108801258514,0,0,0.0,0.0,0,0,0.0,0.0
663826061,22.57191554170321,88.34439510717067,0,0,0.0,0.0,0,0,0.0,0.0
6749210994,22.56531303230336,88.33993786269782,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1174832977_4137940796,22.575443706647583,88.3460216402473,0,0,0.0,0.0,0,0,0.0,0.0
6173584950,22.57519585448152,88.34654024262969,0,0,0.0,0.0,0,0,0.0,0.0
6173584947,22.57600289308133,88.34580532281518,0,0,0.0,0.0,0,0,0.0,0.0
10560867460,22.5712715317166,88.34936510627128,0,0,0.0,0.0,0,0,0.0,0.0
6469974911,22.571043494136813,88.35005047729894,0,0,0.0,0.0,0,0,0.0,0.0
