time,vehicle_id,vehicle_type,lane_id,speed_ms,speed_limit_ms,pct_over
270.5,336,car,1087118362#7_0,12.37,11.11,11.3
270.5,416,car,102027267#4_0,12.38,11.11,11.4
270.5,447,twowheeler,101757288#1_0,16.45,13.89,18.4
271.0,145,twowheeler,:10560867452_0_0,9.68,8.63,12.1
271.0,320,car,52097266#6_0,12.78,11.11,15.0
271.0,336,car,1087118362#7_0,12.31,11.11,10.8
271.0,416,car,102027267#4_0,12.32,11.11,10.9
271.0,447,twowheeler,101757288#1_0,15.73,13.89,13.3
271.5,257,twowheeler,:664446593_1_0,9.96,8.06,23.6
271.5,320,car,52097266#6_0,12.74,11.11,14.7
271.5,336,car,1087118362#7_0,12.55,11.11,13.0
271.5,416,car,102027267#4_0,12.37,11.11,11.4
271.5,447,twowheeler,101757288#1_0,16.26,13.89,17.1
272.0,257,twowheeler,:664446593_1_0,9.78,8.06,21.4
272.0,336,car,:10907705738_0_0,12.45,11.11,12.1
272.0,429,twowheeler,:1177160691_3_0,7.76,6.44,20.5
272.0,430,car,101966427_0,15.91,13.89,14.6
272.0,447,twowheeler,101757288#1_0,15.43,13.89,11.1
272.5,125,twowheeler,:10560867452_0_0,9.79,8.63,13.5
272.5,239,twowheeler,1196271501#2_0,12.24,11.11,10.2
272.5,257,twowheeler,:664446593_1_0,10.25,8.06,27.2
272.5,315,twowheeler,1309209159#0_0,3.1,2.78,11.6
272.5,336,car,:10907705738_0_0,12.8,11.11,15.2
272.5,430,car,101966427_0,16.68,13.89,20.1
272.5,447,twowheeler,101757288#1_0,16.51,13.89,18.8
273.0,336,car,1087118362#8_0,12.5,11.11,12.5
273.0,370,car,52155750#1_0,15.35,13.89,10.5
273.0,430,car,101966427_0,16.56,13.89,19.2
273.0,447,twowheeler,101757288#1_0,15.93,13.89,14.7
273.5,336,car,1087118362#8_0,12.5,11.11,12.5
273.5,430,car,101966427_0,16.46,13.89,18.5
273.5,443,twowheeler,:cluster_11942000232_664472748_7_0,5.56,4.62,20.3
273.5,447,twowheeler,101757288#1_0,15.92,13.89,14.6
273.5,449,twowheeler,1435087429_0,12.41,11.11,11.7
274.0,336,car,1087118362#8_0,12.52,11.11,12.7
274.0,430,car,101966427_0,15.38,13.89,10.7
274.0,447,twowheeler,101757288#1_0,16.18,13.89,16.5
274.5,257,twowheeler,-52152311#1_0,13.09,11.11,17.8
274.5,277,twowheeler,:cluster_10279701142_664471710_0_0,12.31,11.11,10.8
274.5,336,car,1087118362#8_0,12.55,11.11,13.0
274.5,443,twowheeler,:cluster_11942000232_664472748_17_0,5.71,4.62,23.6
274.5,447,twowheeler,101757288#1_0,16.39,13.89,18.0
275.0,257,twowheeler,-52152311#1_0,13.83,11.11,24.5
275.0,277,twowheeler,:cluster_10279701142_664471710_0_0,12.56,11.11,13.0
275.0,336,car,1087118362#8_0,12.68,11.11,14.1
275.0,447,twowheeler,101757288#1_0,16.02,13.89,15.4
275.5,257,twowheeler,-52152311#1_0,13.58,11.11,22.3
275.5,336,car,:1177160716_0_0,12.56,11.11,13.0
275.5,370,car,52155750#2_0,15.29,13.89,10.1
275.5,416,car,102027267#4_0,12.36,11.11,11.2
275.5,447,twowheeler,101757288#1_0,16.09,13.89,15.8
275.5,449,twowheeler,1435087429_0,12.34,11.11,11.0
276.0,145,twowheeler,102688631#1_0,12.36,11.11,11.2
276.0,257,twowheeler,-52152311#1_0,14.2,11.11,27.8
276.0,277,twowheeler,-102688627#5_0,13.31,11.11,19.8
276.0,336,car,:1177160716_0_0,12.57,11.11,13.2
276.0,416,car,102027267#4_0,12.39,11.11,11.5
276.0,447,twowheeler,101757288#1_0,15.48,13.89,11.5
276.5,257,twowheeler,:1190100379_1_0,14.23,11.11,28.1
276.5,277,twowheeler,-102688627#5_0,12.65,11.11,13.9
276.5,336,car,1087118362#9_0,12.32,11.11,10.9
276.5,370,car,52155750#2_0,15.29,13.89,10.1
277.0,145,twowheeler,102688631#1_0,12.64,11.11,13.7
277.0,257,twowheeler,-52152311#0_0,14.24,11.11,28.2
277.0,336,car,1087118362#9_0,12.44,11.11,12.0
277.5,257,twowheeler,-52152311#0_0,13.62,11.11,22.6
277.5,277,twowheeler,-102688627#5_0,12.76,11.11,14.9
277.5,336,car,1087118362#9_0,12.3,11.11,10.7
277.5,430,car,:1177161018_3_0,7.26,5.96,21.7
277.5,460,car,-1198952554#3_0,12.29,11.11,10.6
278.0,257,twowheeler,-52152311#0_0,13.59,11.11,22.3
278.0,277,twowheeler,:1177160765_4_0,12.23,11.11,10.1
278.0,336,car,1087118362#9_0,12.85,11.11,15.7
278.0,416,car,:1190100138_3_0,12.49,11.11,12.4
278.0,430,car,:1177161018_3_0,7.38,5.96,23.8
278.0,460,car,-1198952554#3_0,12.27,11.11,10.5
278.5,257,twowheeler,-52152311#0_0,14.43,11.11,29.9
278.5,277,twowheeler,:1177160765_4_0,12.41,11.11,11.7
278.5,336,car,1087118362#9_0,12.82,11.11,15.4
278.5,370,car,52155750#2_0,15.45,13.89,11.2
279.0,145,twowheeler,102688631#1_0,12.26,11.11,10.3
279.0,257,twowheeler,-52152311#0_0,13.56,11.11,22.1
279.0,277,twowheeler,-102688627#4_0,13.24,11.11,19.2
279.0,336,car,1087118362#9_0,12.48,11.11,12.3
279.0,366,car,1546903355_0,12.3,11.11,10.7
279.0,447,twowheeler,:1174833066_0_0,7.16,6.41,11.8
279.0,460,car,-1198952554#3_0,12.25,11.11,10.2
279.5,145,twowheeler,102688631#1_0,12.65,11.11,13.8
279.5,257,twowheeler,-52152311#0_0,13.36,11.11,20.3
279.5,277,twowheeler,-102688627#4_0,12.6,11.11,13.4
279.5,336,car,1087118362#9_0,12.3,11.11,10.7
279.5,370,car,52155750#2_0,15.33,13.89,10.4
279.5,416,car,102027267#5_0,12.46,11.11,12.2
279.5,460,car,:10943490945_4_0,12.33,11.11,11.0
280.0,125,twowheeler,102688631#1_0,12.48,11.11,12.3
280.0,145,twowheeler,:1190100199_0_0,12.42,11.11,11.8
280.0,239,twowheeler,135461188#0_0,12.45,11.11,12.1
280.0,257,twowheeler,-52152311#0_0,14.14,11.11,27.2
280.0,277,twowheeler,-102688627#4_0,12.58,11.11,13.2
280.0,336,car,1087118362#9_0,12.85,11.11,15.7
280.0,366,car,1546903355_0,12.25,11.11,10.3
280.0,416,car,102027267#5_0,12.43,11.11,11.9
280.0,460,car,:10943490945_4_0,12.3,11.11,10.7
280.5,125,twowheeler,102688631#1_0,12.31,11.11,10.8
280.5,257,twowheeler,-52152311#0_0,14.05,11.11,26.5
280.5,277,twowheeler,-102688627#4_0,13.26,11.11,19.4
280.5,336,car,1087118362#9_0,12.44,11.11,11.9
280.5,443,twowheeler,102690992#2_0,12.7,11.11,14.3
280.5,460,car,:10943490945_4_0,12.36,11.11,11.3
280.5,463,twowheeler,:1177211769_8_0,4.23,3.65,15.9
281.0,125,twowheeler,102688631#1_0,12.8,11.11,15.2
281.0,239,twowheeler,135461188#0_0,12.5,11.11,12.5
281.0,257,twowheeler,-52152311#0_0,13.62,11.11,22.6
281.0,277,twowheeler,-102688627#4_0,12.43,11.11,11.9
281.0,336,car,:1177161703_3_0,12.67,11.11,14.1
281.0,416,car,:6173584950_0_0,12.44,11.11,12.0
281.0,443,twowheeler,102690992#2_0,12.72,11.11,14.5
281.5,125,twowheeler,:1190100199_0_0,12.45,11.11,12.0
281.5,145,twowheeler,102688631#2_0,12.51,11.11,12.6
281.5,257,twowheeler,-52152311#0_0,13.7,11.11,23.3
281.5,277,twowheeler,-102688627#4_0,12.63,11.11,13.6
281.5,293,twowheeler,:1177212032_6_0,8.76,7.93,10.5
281.5,336,car,:1177161703_3_0,12.84,11.11,15.6
281.5,443,twowheeler,102690992#2_0,13.01,11.11,17.1
282.0,125,twowheeler,:1190100199_0_0,12.6,11.11,13.4
282.0,257,twowheeler,-52152311#0_0,13.45,11.11,21.1
282.0,336,car,1087118362#10_0,12.52,11.11,12.6
282.0,443,twowheeler,102690992#2_0,12.73,11.11,14.6
282.5,125,twowheeler,102688631#2_0,12.31,11.11,10.8
282.5,257,twowheeler,-52152311#0_0,13.42,11.11,20.8
282.5,277,twowheeler,:1177161154_5_0,12.64,11.11,13.8
282.5,293,twowheeler,:1177212032_6_0,8.83,7.93,11.3
282.5,30,car,52152366#0_0,12.56,11.11,13.1
282.5,336,car,1087118362#10_0,12.66,11.11,14.0
282.5,360,car,-52155750#2_0,15.66,13.89,12.7
282.5,37,twowheeler,52152366#0_1,13.09,11.11,17.8
282.5,443,twowheeler,102690992#2_0,13.4,11.11,20.6
283.0,257,twowheeler,-52152311#0_0,13.26,11.11,19.4
283.0,277,twowheeler,:1177161154_5_0,13.15,11.11,18.4
283.0,30,car,52152366#0_0,13.0,11.11,17.0
283.0,336,car,:13619904153_0_0,12.28,11.11,10.5
283.0,360,car,-52155750#2_0,16.07,13.89,15.7
283.0,443,twowheeler,102690992#2_0,13.0,11.11,17.0
283.5,239,twowheeler,135461188#1_0,12.34,11.11,11.1
283.5,257,twowheeler,-52152311#0_0,14.39,11.11,29.5
283.5,277,twowheeler,-102688627#3_0,13.35,11.11,20.2
283.5,336,car,:13619904153_0_0,12.8,11.11,15.2
283.5,360,car,-52155750#2_0,16.06,13.89,15.7
283.5,430,car,-101966393#0_0,15.3,13.89,10.2
283.5,443,twowheeler,102690992#2_0,12.81,11.11,15.3
284.0,257,twowheeler,-52152311#0_0,14.42,11.11,29.8
284.0,277,twowheeler,-102688627#3_0,12.52,11.11,12.7
284.0,336,car,1087118362#11_0,12.88,11.11,16.0
284.0,360,car,-52155750#2_0,15.92,13.89,14.6
284.0,397,twowheeler,50219794#13_1,12.36,11.11,11.3
284.0,430,car,-101966393#0_0,15.98,13.89,15.0
284.0,447,twowheeler,50219794#2_0,12.73,11.11,14.6
284.5,277,twowheeler,-102688627#3_0,12.87,11.11,15.9
284.5,336,car,1087118362#11_0,12.82,11.11,15.4
284.5,360,car,-52155750#2_0,16.27,13.89,17.2
284.5,430,car,-101966393#0_0,16.69,13.89,20.2
284.5,447,twowheeler,50219794#2_0,12.88,11.11,15.9
285.0,277,twowheeler,-102688627#3_0,12.92,11.11,16.3
285.0,336,car,1087118362#11_0,12.51,11.11,12.6
285.0,360,car,-52155750#2_0,16.38,13.89,17.9
285.0,366,car,102690982#1_0,12.29,11.11,10.7
285.0,430,car,-101966393#0_0,16.04,13.89,15.5
285.0,447,twowheeler,:1174832895_7_0,12.72,11.11,14.5
285.5,239,twowheeler,135461188#2_0,12.5,11.11,12.5
285.5,277,twowheeler,-102688627#3_0,13.01,11.11,17.1
285.5,336,car,1087118362#11_0,12.35,11.11,11.2
285.5,360,car,-52155750#2_0,16.48,13.89,18.6
285.5,366,car,102690982#1_0,12.32,11.11,10.9
285.5,397,twowheeler,50219794#13_1,12.36,11.11,11.2
285.5,430,car,-101966393#0_0,16.51,13.89,18.9
285.5,447,twowheeler,:1174832895_7_0,12.59,11.11,13.3
286.0,155,twowheeler,:cluster_10281958922_663940594_1_1,15.43,13.89,11.1
286.0,277,twowheeler,-102688627#3_0,13.28,11.11,19.5
286.0,336,car,1087118362#11_0,12.79,11.11,15.1
286.0,360,car,:1177161675_0_0,16.18,13.89,16.5
286.0,366,car,:1190100498_2_0,12.28,11.11,10.5
286.0,397,twowheeler,50219794#13_1,12.26,11.11,10.3
286.0,430,car,-101966393#0_0,16.41,13.89,18.1
286.0,447,twowheeler,50219794#3_0,12.76,11.11,14.9
286.5,277,twowheeler,-102688627#3_0,12.91,11.11,16.2
286.5,336,car,1087118362#11_0,12.75,11.11,14.8
286.5,360,car,:1177161675_0_0,15.91,13.89,14.6
286.5,430,car,-101966393#0_0,16.68,13.89,20.1
286.5,447,twowheeler,50219794#3_0,12.92,11.11,16.3
287.0,125,twowheeler,102688631#3_0,12.35,11.11,11.1
287.0,155,twowheeler,1251129390#0_1,12.42,11.11,11.8
287.0,277,twowheeler,:1177160687_0_0,13.27,11.11,19.5
287.0,336,car,1087118362#11_0,12.45,11.11,12.1
287.0,360,car,-52155750#1_0,16.24,13.89,16.9
287.0,430,car,-101966393#0_0,16.24,13.89,16.9
287.0,449,twowheeler,-1435087429_0,12.33,11.11,10.9
287.5,277,twowheeler,:1177160687_0_0,13.0,11.11,17.0
287.5,336,car,1087118362#11_0,12.55,11.11,12.9
287.5,360,car,-52155750#1_0,15.97,13.89,15.0
287.5,430,car,-101966393#0_0,16.11,13.89,16.0
287.5,447,twowheeler,50219794#3_0,12.48,11.11,12.4
287.5,449,twowheeler,-1435087429_0,12.24,11.11,10.2
288.0,125,twowheeler,102688631#3_0,12.46,11.11,12.2
288.0,155,twowheeler,1251129390#0_1,12.22,11.11,10.0
288.0,277,twowheeler,:1177160687_0_0,12.27,11.11,10.4
288.0,336,car,1087118362#11_0,12.51,11.11,12.6
288.0,360,car,-52155750#1_0,15.87,13.89,14.3
288.0,430,car,-101966393#0_0,15.98,13.89,15.1
288.5,134,autorickshaw,:1189036932_0_0,8.28,7.5,10.5
288.5,277,twowheeler,-102688627#2_0,12.8,11.11,15.2
288.5,360,car,-52155750#1_0,15.61,13.89,12.4
288.5,366,car,102690982#2_0,12.34,11.11,11.0
288.5,447,twowheeler,:1189036617_3_0,12.53,11.11,12.8
288.5,463,twowheeler,101972892#1_0,15.87,13.89,14.3
289.0,145,twowheeler,-52155744#3_0,15.53,13.89,11.8
289.0,277,twowheeler,-102688627#2_0,12.73,11.11,14.6
289.0,293,twowheeler,-101972940_0,15.76,13.89,13.5
289.0,447,twowheeler,50219794#4_0,13.31,11.11,19.8
289.5,145,twowheeler,-52155744#3_0,15.45,13.89,11.3
289.5,277,twowheeler,:1177161508_4_0,12.83,11.11,15.5
289.5,447,twowheeler,50219794#4_0,12.26,11.11,10.4
290.0,145,twowheeler,-52155744#3_0,15.35,13.89,10.5
290.0,293,twowheeler,-101972940_0,15.4,13.89,10.9
290.0,397,twowheeler,50219794#15_1,12.26,11.11,10.4
290.0,443,twowheeler,1546903355_0,12.75,11.11,14.8
290.5,125,twowheeler,:6469974905_3_0,12.35,11.11,11.2
290.5,277,twowheeler,:1177161508_4_0,12.9,11.11,16.1
290.5,443,twowheeler,1546903355_0,12.67,11.11,14.1
290.5,447,twowheeler,50219794#4_0,13.18,11.11,18.6
291.0,145,twowheeler,-52155744#3_0,15.53,13.89,11.8
291.0,277,twowheeler,-102688627#1_0,12.88,11.11,15.9
291.0,366,car,102690982#2_0,12.25,11.11,10.3
291.0,443,twowheeler,1546903355_0,13.75,11.11,23.7
291.0,447,twowheeler,50219794#4_0,13.04,11.11,17.3
291.5,277,twowheeler,-102688627#1_0,12.23,11.11,10.1
291.5,366,car,102690982#2_0,12.35,11.11,11.2
291.5,443,twowheeler,1546903355_0,13.55,11.11,21.9
291.5,447,twowheeler,50219794#4_0,12.23,11.11,10.1
292.0,125,twowheeler,102688631#5_0,12.79,11.11,15.2
292.0,145,twowheeler,:1190100182_0_0,15.83,13.89,14.0
292.0,277,twowheeler,-102688627#1_0,12.77,11.11,14.9
292.0,299,twowheeler,:1177160765_4_0,12.34,11.11,11.1
292.0,366,car,102690982#2_0,12.38,11.11,11.4
292.0,430,car,:cluster_1177160434_1177161050_6_0,8.82,7.21,22.4
292.0,443,twowheeler,1546903355_0,12.81,11.11,15.3
292.0,447,twowheeler,50219794#4_0,12.66,11.11,14.0
292.5,125,twowheeler,102688631#5_0,12.61,11.11,13.5
292.5,145,twowheeler,-52155744#2_0,15.6,13.89,12.3
292.5,277,twowheeler,-102688627#1_0,12.3,11.11,10.7
292.5,443,twowheeler,1546903355_0,13.3,11.11,19.7
292.5,447,twowheeler,50219794#4_0,13.16,11.11,18.4
292.5,460,car,:1190128257_14_0,9.55,8.59,11.2
293.0,277,twowheeler,-102688627#1_0,12.51,11.11,12.6
293.0,443,twowheeler,1546903355_0,12.52,11.11,12.7
293.0,447,twowheeler,50219794#4_0,13.1,11.11,17.9
293.0,449,twowheeler,:7371768928_0_0,12.22,11.11,10.0
293.5,145,twowheeler,-52155744#2_0,15.7,13.89,13.0
293.5,155,twowheeler,1251129390#0_1,12.41,11.11,11.7
293.5,397,twowheeler,50219794#15_1,12.42,11.11,11.8
293.5,443,twowheeler,1546903355_0,13.33,11.11,20.0
293.5,447,twowheeler,50219794#4_0,12.99,11.11,16.9
294.0,145,twowheeler,-52155744#2_0,15.3,13.89,10.2
294.0,277,twowheeler,:1177160573_0_0,13.06,11.11,17.6
294.0,299,twowheeler,-102688627#4_0,12.73,11.11,14.6
294.0,443,twowheeler,1546903355_0,12.48,11.11,12.4
294.0,447,twowheeler,50219794#4_0,12.85,11.11,15.6
294.5,145,twowheeler,-52155744#2_0,15.5,13.89,11.6
294.5,277,twowheeler,:1177160573_0_0,13.24,11.11,19.1
294.5,366,car,:663943275_7_0,12.29,11.11,10.6
294.5,397,twowheeler,1192799365_1,12.37,11.11,11.3
294.5,443,twowheeler,1546903355_0,13.6,11.11,22.4
295.0,125,twowheeler,102688631#5_0,12.34,11.11,11.1
295.0,145,twowheeler,-52155744#2_0,15.48,13.89,11.5
295.0,277,twowheeler,:1177160573_0_0,13.36,11.11,20.2
295.0,443,twowheeler,:1177160399_3_0,12.67,11.11,14.0
295.0,447,twowheeler,50219794#4_0,12.36,11.11,11.3
295.5,145,twowheeler,-52155744#2_0,15.39,13.89,10.8
295.5,277,twowheeler,-102688627#0_0,12.85,11.11,15.7
295.5,299,twowheeler,-102688627#4_0,12.22,11.11,10.0
295.5,397,twowheeler,1192799365_1,12.27,11.11,10.5
295.5,443,twowheeler,:1177160399_3_0,12.69,11.11,14.2
295.5,447,twowheeler,50219794#4_0,12.44,11.11,12.0
295.5,457,twowheeler,101972889_0,3.08,2.78,10.9
296.0,277,twowheeler,-102688627#0_0,12.44,11.11,12.0
296.0,443,twowheeler,:1177160399_3_0,12.74,11.11,14.7
296.0,457,twowheeler,101972889_0,3.08,2.78,10.9
296.5,155,twowheeler,1251129390#0_1,12.24,11.11,10.1
296.5,277,twowheeler,-102688627#0_0,12.56,11.11,13.1
296.5,299,twowheeler,:1177161154_5_0,12.84,11.11,15.5
296.5,37,twowheeler,:1191863830_6_0,3.2,2.78,15.1
296.5,443,twowheeler,102690982#1_0,12.83,11.11,15.5
296.5,447,twowheeler,50219794#4_0,12.69,11.11,14.2
297.0,125,twowheeler,:cluster_10281965682_663944134_3_0,9.8,8.61,13.9
297.0,155,twowheeler,:1177211539_0_1,12.3,11.11,10.7
297.0,277,twowheeler,-102688627#0_0,12.89,11.11,16.0
297.0,37,twowheeler,:1191863830_6_0,3.2,2.78,15.2
297.0,430,car,:663825934_3_0,7.95,6.15,29.2
297.0,443,twowheeler,102690982#1_0,12.69,11.11,14.2
297.5,145,twowheeler,-52155744#1_0,15.28,13.89,10.0
297.5,277,twowheeler,-102688627#0_0,12.32,11.11,10.9
297.5,299,twowheeler,:1177161154_5_0,12.6,11.11,13.4
297.5,430,car,:663825934_3_0,8.03,6.15,30.6
297.5,443,twowheeler,102690982#1_0,13.03,11.11,17.3
297.5,449,twowheeler,-52155579#1_0,12.37,11.11,11.3
298.0,134,autorickshaw,:1189036584_3_0,7.0,6.32,10.8
298.0,145,twowheeler,-52155744#1_0,15.65,13.89,12.6
298.0,277,twowheeler,-102688627#0_0,12.56,11.11,13.1
298.0,299,twowheeler,-102688627#3_0,12.71,11.11,14.4
298.0,443,twowheeler,102690982#1_0,13.36,11.11,20.3
298.5,145,twowheeler,-52155744#1_0,15.5,13.89,11.6
298.5,155,twowheeler,1251129390#1_1,12.25,11.11,10.2
298.5,277,twowheeler,-102688627#0_0,12.87,11.11,15.9
298.5,366,car,102690982#3_0,12.25,11.11,10.2
298.5,443,twowheeler,102690982#1_0,13.49,11.11,21.4
298.5,463,twowheeler,:1190128241_0_0,15.5,13.89,11.6
299.0,136,car,103230516#0_1,12.31,11.11,10.8
299.0,145,twowheeler,-52155744#1_0,15.56,13.89,12.0
299.0,277,twowheeler,-102688627#0_0,13.39,11.11,20.5
299.0,299,twowheeler,-102688627#3_0,12.27,11.11,10.5
299.0,443,twowheeler,:1190100498_2_0,13.1,11.11,17.9
299.0,449,twowheeler,-52155579#1_0,12.42,11.11,11.8
299.0,463,twowheeler,:1190128241_0_0,15.52,13.89,11.7
299.5,277,twowheeler,-102688627#0_0,13.12,11.11,18.1
299.5,443,twowheeler,102690982#2_0,13.03,11.11,17.2
300.0,136,car,103230516#0_1,12.3,11.11,10.7
300.0,277,twowheeler,-102688627#0_0,13.23,11.11,19.0
300.0,37,twowheeler,103230568_0,3.09,2.78,11.2
300.0,443,twowheeler,102690982#2_0,13.03,11.11,17.3
300.5,277,twowheeler,-102688627#0_0,13.06,11.11,17.6
300.5,443,twowheeler,102690982#2_0,13.11,11.11,18.0
300.5,449,twowheeler,-52155579#1_0,12.23,11.11,10.0
300.5,463,twowheeler,101972898#3_0,15.31,13.89,10.2
301.0,277,twowheeler,-102688627#0_0,13.14,11.11,18.3
301.0,37,twowheeler,103230568_0,3.16,2.78,13.7
301.0,443,twowheeler,102690982#2_0,13.08,11.11,17.8
301.0,499,twowheeler,:1191714356_7_0,16.1,13.89,15.9
301.5,155,twowheeler,1251129390#1_1,12.37,11.11,11.3
301.5,417,twowheeler,:10680197995_8_0,4.05,3.65,10.8
301.5,430,car,102688627#0_0,12.47,11.11,12.2
301.5,443,twowheeler,102690982#2_0,13.36,11.11,20.2
301.5,499,twowheeler,:1191714356_7_0,16.26,13.89,17.1
302.0,136,car,103230516#0_1,12.33,11.11,11.0
302.0,430,car,102688627#0_0,13.09,11.11,17.9
302.0,443,twowheeler,102690982#2_0,12.99,11.11,16.9
302.0,463,twowheeler,101972898#3_0,15.3,13.89,10.1
302.0,499,twowheeler,-103082325#1_0,16.3,13.89,17.4
302.5,155,twowheeler,1251129390#1_1,12.3,11.11,10.7
302.5,299,twowheeler,:1177160687_0_0,12.34,11.11,11.0
302.5,430,car,102688627#0_0,13.97,11.11,25.8
302.5,443,twowheeler,102690982#2_0,13.06,11.11,17.6
303.0,430,car,102688627#0_0,14.29,11.11,28.6
303.0,443,twowheeler,102690982#2_0,13.5,11.11,21.5
303.5,430,car,102688627#0_0,14.19,11.11,27.7
303.5,443,twowheeler,102690982#2_0,12.57,11.11,13.2
304.0,136,car,:1191863693_4_0,6.68,6.05,10.4
304.0,430,car,102688627#0_0,14.57,11.11,31.2
304.0,443,twowheeler,102690982#2_0,13.19,11.11,18.7
304.5,136,car,:1191863693_4_0,6.73,6.05,11.2
304.5,430,car,102688627#0_0,14.42,11.11,29.8
304.5,443,twowheeler,102690982#2_0,13.28,11.11,19.5
304.5,499,twowheeler,:1190128211_18_0,8.4,7.57,10.9
305.0,134,autorickshaw,:cluster_1176977581_1176977943_13_0,12.26,11.11,10.3
305.0,299,twowheeler,:1177161508_4_0,12.71,11.11,14.4
305.0,430,car,102688627#0_0,14.57,11.11,31.1
305.0,443,twowheeler,102690982#2_0,12.63,11.11,13.7
305.5,430,car,102688627#0_0,14.19,11.11,27.7
305.5,443,twowheeler,102690982#2_0,12.64,11.11,13.8
306.0,239,twowheeler,1178014356_0,15.52,13.89,11.7
306.0,430,car,:1177160573_7_0,14.43,11.11,29.9
306.0,443,twowheeler,102690982#2_0,12.94,11.11,16.5
306.5,299,twowheeler,-102688627#1_0,12.64,11.11,13.8
306.5,429,twowheeler,:6469564795_4_0,9.16,8.23,11.3
306.5,430,car,:1177160573_7_0,14.44,11.11,30.0
306.5,443,twowheeler,102690982#2_0,12.69,11.11,14.3
307.0,299,twowheeler,-102688627#1_0,12.51,11.11,12.6
307.0,429,twowheeler,:6469564795_4_0,9.41,8.23,14.3
307.0,430,car,102688627#1_0,14.17,11.11,27.5
307.0,443,twowheeler,:663943275_7_0,13.26,11.11,19.4
307.5,429,twowheeler,:6469564795_4_0,9.53,8.23,15.8
307.5,430,car,102688627#1_0,14.26,11.11,28.4
307.5,443,twowheeler,102690982#3_0,12.84,11.11,15.6
308.0,134,autorickshaw,52097266#6_0,12.24,11.11,10.2
308.0,277,twowheeler,-1198952555#3_0,12.23,11.11,10.0
308.0,299,twowheeler,-102688627#1_0,12.55,11.11,13.0
308.0,430,car,102688627#1_0,14.05,11.11,26.4
308.0,443,twowheeler,102690982#3_0,12.66,11.11,13.9
308.5,134,autorickshaw,52097266#6_0,12.36,11.11,11.2
308.5,277,twowheeler,-1198952555#3_0,13.04,11.11,17.3
308.5,37,twowheeler,103230568_0,3.13,2.78,12.7
308.5,430,car,102688627#1_0,14.51,11.11,30.6
308.5,443,twowheeler,102690982#3_0,13.58,11.11,22.3
308.5,463,twowheeler,1251129390#3_0,12.66,11.11,14.0
309.0,277,twowheeler,-1198952555#3_0,13.22,11.11,19.0
309.0,430,car,102688627#1_0,14.51,11.11,30.6
309.0,443,twowheeler,102690982#3_0,12.84,11.11,15.6
309.0,463,twowheeler,1251129390#3_0,12.52,11.11,12.7
309.5,277,twowheeler,:1186025305_4_0,13.18,11.11,18.7
309.5,299,twowheeler,:1177160573_0_0,12.6,11.11,13.4
309.5,430,car,102688627#1_0,14.45,11.11,30.0
309.5,443,twowheeler,102690982#3_0,13.12,11.11,18.1
309.5,463,twowheeler,1251129390#3_0,12.71,11.11,14.4
310.0,430,car,:1177161508_6_0,14.51,11.11,30.6
310.0,443,twowheeler,102690982#3_0,12.77,11.11,15.0
310.0,457,twowheeler,:1190128211_0_0,8.59,7.81,10.0
310.5,277,twowheeler,-1198952555#2_0,12.91,11.11,16.2
310.5,299,twowheeler,-102688627#0_0,12.23,11.11,10.1
310.5,430,car,:1177161508_6_0,14.47,11.11,30.3
310.5,443,twowheeler,102690982#3_0,13.2,11.11,18.8
310.5,463,twowheeler,1251129390#3_0,12.72,11.11,14.5
311.0,134,autorickshaw,52097266#6_0,12.35,11.11,11.2
311.0,277,twowheeler,-1198952555#2_0,12.48,11.11,12.3
311.0,299,twowheeler,-102688627#0_0,12.53,11.11,12.8
311.0,430,car,102688627#2_0,14.09,11.11,26.9
311.0,443,twowheeler,102690982#3_0,12.52,11.11,12.7
311.5,134,autorickshaw,52097266#6_0,12.26,11.11,10.3
311.5,430,car,102688627#2_0,14.58,11.11,31.2
311.5,443,twowheeler,102690982#3_0,12.79,11.11,15.1
311.5,463,twowheeler,1251129390#3_0,12.34,11.11,11.0
312.0,277,twowheeler,-1198952555#2_0,12.31,11.11,10.8
312.0,429,twowheeler,:1176978389_3_0,8.47,6.91,22.5
312.0,430,car,:1177160687_7_0,14.18,11.11,27.6
312.5,277,twowheeler,-1198952555#2_0,12.6,11.11,13.4
312.5,429,twowheeler,:1176978389_3_0,7.88,6.91,14.0
312.5,430,car,:1177160687_7_0,14.23,11.11,28.1
312.5,463,twowheeler,1251129390#3_0,12.23,11.11,10.0
313.0,277,twowheeler,-1198952555#2_0,13.05,11.11,17.5
313.0,430,car,102688627#3_0,14.11,11.11,27.0
313.5,277,twowheeler,-1198952555#2_0,13.11,11.11,18.0
313.5,299,twowheeler,-102688627#0_0,12.73,11.11,14.6
313.5,430,car,102688627#3_0,14.21,11.11,27.9
313.5,447,twowheeler,50219794#7_0,12.27,11.11,10.4
313.5,463,twowheeler,1251129390#3_0,12.39,11.11,11.5
314.0,136,car,:cluster_1191863963_1191864049_10_0,8.77,7.95,10.3
314.0,277,twowheeler,-1198952555#2_0,13.24,11.11,19.2
314.0,430,car,102688627#3_0,14.09,11.11,26.9
314.0,447,twowheeler,50219794#7_0,12.27,11.11,10.4
314.0,463,twowheeler,1251129390#3_0,12.55,11.11,12.9
314.5,116,car,:10281958933_2_0,6.63,6.01,10.3
314.5,277,twowheeler,-1198952555#2_0,13.34,11.11,20.1
314.5,299,twowheeler,-102688627#0_0,12.45,11.11,12.1
